,events.out.tfevents.1556850304.gpu17,events.out.tfevents.1556849173.gpu5.cse.cuhk.edu.hk
27439,0.22824473679065704,0.1362399160861969
27635,0.27715161442756653,0.27275970578193665
27831,0.30619335174560547,0.20320796966552734
28027,0.22547411918640137,0.20287840068340302
28223,0.13704310357570648,0.10563728958368301
28419,0.26733285188674927,0.2137586772441864
28615,0.12028035521507263,0.1809873878955841
28811,0.25397878885269165,0.15207085013389587
29007,0.22146083414554596,0.1905648410320282
29203,0.12247751653194427,0.12422649562358856
29399,0.21353057026863098,0.2340615838766098
29595,0.1838681399822235,0.1725657880306244
